P_0,P_1,P_2,mu_2,sigma_2,num_regiones,area_max,area_total,GLCM_contraste,GLCM_energia,GLCM_homogeneidad,clase
56,121,167,136.4706462585034,52.931417356297224,1527,422378.0,436791.0,16.051928085983022,0.04676036724231639,0.4023380552748489,0
41,95,147,87.61178437176649,57.532181938477066,961,172755.0,222200.0,24.991572359501774,0.10104364526900715,0.375080196726006,0
52,119,166,122.6761988775554,57.65958374456852,1582,456853.0,549477.0,16.384770326868576,0.05198840505622185,0.389451763309866,0
56,127,179,136.8196198605625,65.97163783115693,2064,704644.0,896531.0,13.057312458445912,0.10056561042034273,0.43489711553012356,0
52,114,158,121.96605717647746,60.83390509416999,1215,372042.0,385146.0,20.197527071653482,0.12041966525849546,0.4089010961522341,0
57,118,172,129.12866786259082,61.20351067494372,1769,858512.0,952352.0,11.472531202025984,0.050605961698710795,0.42579463519833505,0
59,111,160,132.9435423075326,48.99691903349934,1019,404436.0,434439.0,19.75152939108058,0.03137873016310744,0.3554134083597688,0
56,132,189,151.60999307148126,66.37423621356649,6424,1587949.0,1803675.0,32.45177608802187,0.032560599099950134,0.3251872107057119,0
38,92,137,103.42204337133914,51.60267468759805,1435,387351.0,485431.0,12.388262208963395,0.08492831507578802,0.43157828609595605,0
44,111,172,112.0240566224824,70.09885674081615,1414,533498.0,621796.0,16.537652296138855,0.13896270440867256,0.431856332245024,0
45,111,168,124.77467211906867,56.36316760346408,1197,483178.0,500743.0,15.592800265428007,0.04901657436520499,0.4024570009263819,0
48,113,164,118.40681125042359,65.50588272621691,1210,535405.0,634475.0,13.882219380891497,0.12717443627220704,0.4705688393159562,0
48,108,157,107.75939676698647,62.67968801046902,1041,383682.0,484417.0,16.754312147263327,0.06670974202303828,0.41111813280126774,0
45,107,160,112.12483447796032,62.489284862082535,673,334327.0,395659.0,16.08988071676619,0.10130620607677916,0.4501466637137512,0
41,109,163,122.86971385294912,65.3287029389288,749,537865.0,549601.0,14.330171718228948,0.10781226084083716,0.4447569186931798,0
50,112,161,122.32339567324793,58.3122945565517,977,554537.0,572870.0,14.015226109302617,0.0625613000504505,0.4308770794094543,0
53,121,175,129.51248100508067,63.50624065683266,1385,636416.0,740697.0,13.311196091417822,0.07992645021412016,0.421790963755115,0
53,116,173,133.03841298982144,61.823943657071396,1569,652084.0,766178.0,14.01673209727574,0.05750892657887384,0.39591828202422136,0
52,114,169,128.76953089032082,59.25965419919498,1473,641738.0,674191.0,12.535798064285938,0.05378919608561287,0.42976758268303206,0
46,110,164,116.08557440462454,60.704674269678705,1378,499258.0,675612.0,10.99191448955796,0.09671675696638773,0.4599733661659245,0
46,109,152,119.25358633230995,51.06508103907359,3598,527308.0,946125.0,15.001373845799524,0.058953183309156776,0.38441186808050376,0
50,113,164,122.4895217439662,61.2571726990283,1014,465392.0,553767.0,14.063611727848912,0.08594615585444325,0.45659764902179,0
44,107,157,108.70764450528667,63.28953582648254,638,300840.0,313473.0,18.420911704534188,0.12554394679380432,0.4462301404940934,0
47,107,151,108.9506734603456,55.91986116010099,873,267241.0,336894.0,10.205438658070234,0.10790565190129463,0.4394775261318805,0
42,100,155,106.38676642693216,61.98944526501721,1072,499003.0,532466.0,15.119836428841719,0.09399969964364105,0.4264171865856401,0
57,120,167,127.6078071623421,59.85716219916466,1142,589440.0,625160.0,14.30495929421686,0.06965142111969228,0.4183604718008084,0
50,119,172,119.81287211015999,67.4974233477345,1726,736636.0,789239.0,12.35999545343266,0.1285618751106797,0.4760714886523988,0
46,100,148,113.2049126064509,52.56624590355929,925,295944.0,323409.0,20.460652837604066,0.05389638051223201,0.404421888765485,0
47,110,165,113.08508501236956,64.52397674156389,1398,468083.0,620241.0,16.39757668288167,0.10669964279285053,0.4178247376304922,0
46,114,168,113.66698856514287,66.93668289536353,1051,436117.0,479029.0,13.818233642846325,0.1333988588717484,0.4773531452570069,0
44,107,160,112.12457026446717,64.38214641203697,913,504796.0,527331.0,15.37472344072253,0.11414555613850234,0.4559527348796742,0
51,112,163,118.59579925220271,62.97159937781036,896,227118.0,328551.0,21.11103710801761,0.09696737956107684,0.3984102949768018,0
49,107,158,118.59196998715457,58.17077267353015,1006,328509.0,404574.0,20.370838260966416,0.060004899626257255,0.3578343636279686,0
61,135,193,149.67229648545882,70.29663134319183,4001,1395164.0,1604019.0,38.641680623316105,0.027489003880245614,0.3201942699041196,0
56,124,172,136.47779044399456,62.229441172482005,656,315596.0,324241.0,23.8801945195749,0.07068109596946862,0.34396169386840736,0
49,112,159,120.15082677572066,56.761868506021024,1595,395485.0,520783.0,17.637564660305877,0.07373726835239239,0.39572873442240997,0
55,110,163,124.77558015110996,54.517210039684265,1700,458644.0,647555.0,16.970709131142478,0.041834637166653525,0.37913532984770015,0
48,112,165,120.35850224462435,62.53821791322211,2000,1060451.0,1154985.0,10.694908314347103,0.09473204896934947,0.4635946972113412,0
48,110,160,124.72194134732503,54.59504294798387,907,312153.0,323866.0,25.638510462934576,0.055088309113144454,0.3510817199162848,0
43,102,148,102.61716522995704,62.615154153943244,1028,412310.0,472730.0,17.581800467165497,0.14442480196248095,0.4458115816838416,0
42,111,171,107.76753385545436,73.30734741984922,1176,471987.0,608319.0,12.217074866074332,0.1872144253939918,0.5071531260699299,0
36,90,141,91.8887741185587,60.647920680047804,748,288586.0,351768.0,19.892916463116755,0.14310772571257532,0.44260651227558157,0
48,111,161,127.32805436491276,58.828324895468455,1622,942987.0,980227.0,14.868445919974931,0.07668092889131575,0.45004036104492845,0
48,109,150,113.43587806557201,58.344337223899906,881,303215.0,315028.0,17.51177000250634,0.11043331971169806,0.45126644677679856,0
70,121,166,132.14290312475882,51.024843595815874,2346,574616.0,683214.0,17.444926004276347,0.0244167524175148,0.3274727337755214,0
30,76,118,80.06730617362898,51.07359557623167,1137,476384.0,612102.0,11.986198745769766,0.1602435515829853,0.5146865247368487,0
53,122,184,129.17047714147856,70.74054873036849,1437,393855.0,509830.0,23.10774278826116,0.07971337465849655,0.34938494806162573,0
53,115,177,111.9660865839864,71.86766240483814,750,230940.0,270064.0,19.607701882511044,0.11823155604771275,0.41913766148157744,0
51,112,160,124.59855038499717,55.41321850700451,1278,363501.0,463576.0,20.21802406092253,0.05932690201526572,0.36400453634028196,0
50,110,162,117.30502949465134,61.39922486376985,1631,492265.0,621147.0,17.395820120036973,0.07786649077588795,0.39746459817594604,0
52,115,163,130.9476114514949,54.27674097956765,785,186979.0,258179.0,20.01231373115518,0.050746181449248015,0.3704721239641475,0
49,108,163,122.33393197189572,64.95393926867496,1120,602596.0,621068.0,15.113257508558213,0.10204632495070529,0.43962384048318337,0
46,104,151,107.11763857227618,57.88016003501819,976,437819.0,449133.0,14.881153690636374,0.10399746800314033,0.4542290376085951,0
55,115,165,128.7137813475682,57.172673489241404,1698,623998.0,701072.0,13.768330708377832,0.058306374437027284,0.41317687926984076,0
53,118,168,133.92041678210902,57.77764167880384,2052,820172.0,851857.0,15.374787094834128,0.06393005578084791,0.41651134168357073,0
43,110,162,112.62820083257184,63.40021505671223,1246,362931.0,425822.0,16.25966364569257,0.11781566444548255,0.45290872856873304,0
39,100,157,95.86884752225662,68.26921572838013,1377,716800.0,756162.0,11.107176279269302,0.1713469934066121,0.5155211335425133,0
48,113,158,117.33795384292188,53.75105376546326,1578,362297.0,447784.0,14.547255362330853,0.05750708580335691,0.358101984347291,0
51,108,160,127.55728655594598,53.32837738643559,489,244065.0,316952.0,18.880469356524713,0.04034751941126622,0.37788933155791804,0
73,129,170,146.67570185925712,45.375481409152265,2783,586215.0,852904.0,15.279441159770673,0.02985896671483786,0.3839373388524037,0
50,103,147,108.69011998101256,57.72098041905657,996,371539.0,456299.0,18.567603737363605,0.10839268963752244,0.4224072660361315,0
