P_0,P_1,P_2,mu_2,sigma_2,num_regiones,area_max,area_total,GLCM_contraste,GLCM_energia,GLCM_homogeneidad,clase
67,128,179,130.99860774291207,57.10203213468682,2631,372014.0,579813.0,27.523545708637716,0.02443584025115981,0.34100809875053234,0
75,136,188,142.44530323192694,60.668226781125476,3776,893403.0,921485.0,19.58873645959943,0.023374234852587956,0.3314347371669554,0
71,133,179,136.24955916018104,55.40408354606249,4014,701168.0,1026316.0,30.758226761881524,0.021347637508841392,0.2987623118058197,0
108,145,183,148.67007960499524,42.324957481081526,3592,532989.0,571103.0,41.515342960288805,0.02214365785354233,0.2820787814825818,0
72,128,178,137.69977901345908,53.96627086429772,3448,994696.0,1018021.0,26.79382399740949,0.02066402577320392,0.3028321146625241,0
83,135,181,143.67070455569376,49.14616043185227,4645,598142.0,707060.0,85.90122587367321,0.016740864802249705,0.19927368636136095,0
58,125,174,132.6076446360105,58.784940002270694,3741,520379.0,770811.0,29.638477224361864,0.02561680703120403,0.31974080667437427,0
57,125,174,137.0661724324619,52.947023962891535,5650,719361.0,1116838.0,25.950461131401262,0.022448711388903322,0.30641949390972356,0
63,128,177,133.42192335290963,57.957872532463085,4201,693445.0,1156899.0,21.067635855897088,0.026238836403280008,0.36199782757151716,0
59,123,167,126.21031347590029,52.80370946140324,6693,531448.0,795547.0,42.80575237613843,0.019394110822166872,0.24062770038371353,0
62,128,176,136.0494400795926,56.192062234252276,7008,1076278.0,1412425.0,28.299862004515006,0.0228976615390741,0.3023716423967557,0
61,121,170,136.62083388214043,47.55053230659416,2641,403626.0,616527.0,31.512921381555948,0.020711368695292217,0.28244641824371025,0
64,126,171,134.1332920492933,62.22160352677762,5455,1695513.0,1723636.0,24.287654081348762,0.024513612113813334,0.3224662686420828,0
63,128,173,139.29900428572907,48.14877032675123,5052,641433.0,914957.0,29.339690771170083,0.021452544627425758,0.2823782783530766,0
70,127,174,134.94255456180076,51.69024870641377,3890,579532.0,713286.0,23.030919790415314,0.022706280450435035,0.32694723955353844,0
104,144,183,151.46969136935823,44.302659547491835,7224,1435836.0,1493013.0,26.497153970756077,0.024707447528379587,0.3408053379193971,0
50,93,203,86.48853384864731,33.04450387638784,1,1709.0,1709.0,29.711741858529756,0.036466895317385346,0.33045112547240973,0
64,130,177,132.68986952768105,54.45600585836002,3907,522980.0,657151.0,31.850017732879905,0.022322369313069697,0.30271799221201967,0
57,129,180,133.16496254726462,66.38385358540688,7453,1432857.0,1995716.0,22.640853129186738,0.03605542337367643,0.3502966401920138,0
60,131,179,142.97876463835559,53.71721584029637,6183,1031337.0,1250098.0,28.041408486023403,0.023861445807868722,0.30419045120440813,0
69,131,176,127.7372084227536,59.078543356017654,7053,1149492.0,1347012.0,23.619926328819087,0.02391206832777753,0.31913526791607233,0
62,124,173,149.64598596437878,45.8929976099657,7286,1485005.0,1877050.0,36.39765583173539,0.022307595585418158,0.2697841538330776,0
51,107,157,109.65385752796237,51.131123486366576,2965,253240.0,394004.0,29.00687983044547,0.047425549960621254,0.298617373391384,0
65,129,179,138.5542183522973,58.19691993712692,3526,910892.0,934888.0,29.553715852357374,0.02151463076596037,0.31197210362329336,0
61,133,190,151.9030882418871,65.6994689467615,4783,965895.0,1542311.0,35.4433993687998,0.02663713683360918,0.31445723531956216,0
62,128,180,147.57815742678275,54.997358716076064,4554,872441.0,1190620.0,26.63243075007781,0.0201205534618895,0.29342530298503944,0
70,131,184,143.43673713479586,51.8515745540276,2816,534681.0,688029.0,33.22088425776938,0.02077142278130471,0.28946241761241315,0
73,133,181,130.80170604856022,58.67416191488886,7041,967733.0,1435643.0,28.375420600454728,0.020783451398183505,0.28459248108100793,0
60,136,196,154.14201588804667,70.16179179079029,2279,1280975.0,1296188.0,31.133644848066744,0.0338100451731753,0.37035857653267557,0
62,129,178,140.2954659678346,49.40465919242122,3424,632284.0,655159.0,33.04035101797506,0.021067482665286234,0.28779291332736695,0
70,133,181,134.19872321763248,57.435961628374066,4689,902182.0,934262.0,23.53608130130184,0.0230121629326553,0.33297215626201826,0
42,101,155,107.90777044017497,53.79637087755488,5625,666291.0,958183.0,29.71384719259939,0.02262810648781503,0.2871611620124955,0
66,131,177,143.48278887388207,49.86406386859157,6233,1002460.0,1478068.0,29.57683445533485,0.02099157760086061,0.27717136607133774,0
61,133,182,145.04588798117467,58.45802157552715,8030,1661096.0,2046449.0,25.345810182317596,0.022215758828791593,0.30048807049764653,0
60,129,179,142.52504877995784,49.88012699680646,4872,622903.0,902945.0,32.82969304347826,0.021481610726663127,0.29292977599043585,0
57,119,166,120.63473968260767,59.13965985856793,2028,347999.0,474358.0,13.422505437519419,0.027371581556246957,0.38294139696478763,0
58,117,165,131.4621898014853,54.078317673294784,7232,1603480.0,1681130.0,17.269686494062057,0.024282142590545026,0.3416560535481512,0
62,132,178,139.10425404932425,62.225087874370054,1091,540541.0,555065.0,12.710150099779032,0.03267592526657661,0.44447200540107534,0
61,136,196,138.3080822849312,72.86764239609901,923,588650.0,613346.0,12.155244813357031,0.026144547119278667,0.43978183146436256,0
44,106,159,113.51388602725835,59.25958322754395,1608,880667.0,979627.0,9.703262718243806,0.04177615569148671,0.4792619850972236,0
47,111,161,106.41872094466899,63.556201319078895,753,354934.0,370947.0,7.605516065256144,0.04674756276601396,0.4578986973530526,0
49,111,163,109.06812100650268,61.58919587042034,723,293485.0,396076.0,12.35719018318127,0.043348481550899376,0.4698377321770077,0
54,119,171,124.74504612160369,64.15553172351392,1102,724786.0,735652.0,11.663077566726669,0.030407421245148288,0.476809248851899,0
43,103,157,105.58117533539031,64.22977340731367,911,600066.0,750295.0,5.846565788060226,0.09360005108646813,0.5088108305555605,0
47,113,166,130.28019866146542,60.14566147060378,1741,1082213.0,1123267.0,11.975791181955174,0.07167768846144872,0.44018694794240826,0
51,116,164,131.6697288490632,53.766956636574605,670,250631.0,269402.0,15.955206428696211,0.05385381148626831,0.3809783833828928,0
56,123,171,131.752013685301,59.173501908759825,1346,413593.0,540221.0,10.947368835174522,0.08465106375301014,0.43754382780735174,0
65,120,168,130.08025636058375,57.25631053003546,711,691423.0,707054.0,11.317638871069423,0.03197433272782638,0.51075822544719,0
54,123,173,137.60278778379666,60.756765298883025,1135,728518.0,747072.0,10.650868721885189,0.03251144484583458,0.4480601040507837,0
57,119,164,123.97509054034478,57.83870281479818,789,172743.0,281312.0,13.688691486486352,0.028967902055819665,0.4301086425920389,0
50,119,162,128.00186224934612,55.52574994299987,1022,344501.0,360051.0,13.247987260868614,0.07354588611888108,0.4353439512308662,0
55,120,176,129.79082832932596,64.3737324627854,756,593554.0,605986.0,11.741149484503879,0.027399726201271568,0.45198662203119344,0
52,113,166,127.9118749572734,57.3217246068326,683,398069.0,474814.0,13.72552853499941,0.047419912513102624,0.4195203550864735,0
56,108,162,108.92709585139175,64.72452444049681,1623,757073.0,776665.0,12.049531202793835,0.08290794171895823,0.45583182337793854,0
47,110,164,117.66182600117752,63.82067316588333,1333,726688.0,744701.0,7.200271283188205,0.10279970822014244,0.47006847873476304,0
68,131,181,136.24069489648906,61.799893917610326,2221,1504018.0,1547893.0,8.48794509663707,0.029845317947776267,0.4896475526837497,0
49,114,170,119.52718166529455,60.38774215088283,736,296826.0,403157.0,13.295140487239745,0.049030323258151584,0.43707739201447976,0
65,134,182,148.2246865042387,54.85378904293401,712,792442.0,801570.0,6.758473618183675,0.032304959843075576,0.5167378851561764,0
53,118,172,119.6571662975417,68.99345604133795,1072,532048.0,702162.0,6.3422420721345265,0.0435589222449239,0.487717960800202,0
59,127,175,122.19022586129132,68.03340404539433,598,381912.0,398419.0,13.028028259473345,0.03585228167211336,0.4685030432140413,0
43,107,156,109.72550923203289,63.9405819640229,928,612215.0,697251.0,8.743208414684851,0.09136582608518029,0.4788322906462248,0
42,100,151,100.97084731924159,62.04102806552062,793,269683.0,353419.0,18.37549230096516,0.09240049652886942,0.40962678378626166,0
38,90,136,93.48861324877828,55.21970673213747,854,284019.0,346221.0,18.0798528208162,0.10849340796531938,0.4233100656280539,0
57,124,176,134.19751378592557,62.09324755037771,1835,1323870.0,1353058.0,9.591482121565319,0.031840564028662095,0.48589515591752336,0
61,130,180,131.4506475726211,63.91666277976801,1468,487915.0,678512.0,10.647557078695254,0.030310299768184567,0.47457199157075924,0
51,118,170,120.00323684210527,65.6918447163147,949,394588.0,559558.0,12.27044992990797,0.06471187735712819,0.48236581226531394,0
56,117,168,126.97111317755046,67.50027595396757,862,653399.0,720609.0,9.211529130463056,0.02749054844209665,0.4336727648584072,0
51,119,171,122.98193408890894,64.17704823040889,677,299138.0,344861.0,15.224335071013428,0.05156554441185526,0.43112016155081184,0
48,112,158,127.79660308671491,57.005919151205475,1505,932502.0,950078.0,8.425475400886137,0.04769294257081711,0.48145599428747526,0
65,141,187,139.03175101818874,64.42863528724867,1587,901008.0,1088839.0,14.691576030327028,0.08006433102587905,0.6062637392960324,0
45,100,154,101.31070861360239,61.49313515481947,1398,497067.0,611851.0,15.018360908581045,0.08367645006636028,0.483299154049027,0
53,120,175,132.2767271829366,71.08994237769016,412,1337108.0,1377087.0,8.468990466165508,0.08011642316817186,0.6781200736337946,0
50,108,153,113.2851200389517,59.514348690211456,1621,1368376.0,1395016.0,9.974048104327569,0.0748430487878752,0.5778694325847906,0
48,103,152,105.9837378018611,62.20428060965829,806,795118.0,832520.0,8.915571509512732,0.08637681191307868,0.5688664183089396,0
47,107,161,107.92701557256457,63.970273187651614,948,566448.0,654378.0,11.973589467721517,0.07942944929782475,0.5470811521309003,0
50,119,183,143.38715253175852,70.9306325110289,603,1519044.0,1813416.0,17.404254281865416,0.060375500595560884,0.5856663339854169,0
43,102,156,105.14545742398322,63.461451327443406,1197,926316.0,949741.0,9.662746630131934,0.08705216899615127,0.5646254451294727,0
52,114,157,116.04582374684435,50.366319061867934,3661,1120716.0,1563884.0,6.206524758317868,0.04795587497037708,0.612305045080028,0
42,153,110,110.03240227546807,58.41317648017092,1351,2759052.0,2791145.0,7.00316919298443,0.06239277564057778,0.5674612004935593,0
48,107,161,110.23478268530265,67.99111228353425,523,599600.0,652673.0,11.551999940616037,0.09206347660821086,0.557791751177578,0
49,112,166,114.86232185546315,71.7796124438673,473,890775.0,948521.0,6.956898114949351,0.08845145860682474,0.6671228083619667,0
46,105,158,105.16966072166841,67.71766431169675,700,524179.0,542717.0,11.742365922504494,0.08698419264122095,0.5602672895229527,0
48,109,165,101.16069317726343,69.10643459450034,818,662186.0,830422.0,9.066447958303433,0.08917829080769563,0.6162624135966255,0
48,103,139,104.08882454543316,47.87477564200967,1987,953242.0,1563448.0,9.718133100881259,0.07581263663125001,0.647418593769135,0
41,102,155,107.70916276915327,63.6064654346211,1120,653827.0,679772.0,25.283278627224682,0.0923944378340528,0.5097265185015551,0
46,110,162,115.98227391269988,64.54060090624662,1875,990874.0,1457145.0,15.103113133580331,0.07982256104084523,0.545781417214997,0
50,106,158,105.64305656087555,63.18765163655556,595,1079059.0,1217688.0,5.945425209973914,0.0818000834712932,0.6413118492302858,0
54,117,161,107.9318979260099,63.4316160443871,1419,815880.0,1144522.0,9.225251745263973,0.08771872501423451,0.6235064757539881,0
52,124,175,134.7499333754772,66.77867649856033,675,1114585.0,1141652.0,13.609706642855816,0.09212198686560889,0.6460460369033535,0
53,101,134,102.36883386240284,45.32954556488748,1487,1425453.0,1750208.0,10.971874061712274,0.060803795135157955,0.6560543504914345,0
48,101,148,105.08287635024406,56.91858769360573,2370,1269280.0,1339128.0,18.283781961329087,0.06512970914861414,0.5393466752389025,0
56,125,176,131.8923716992847,66.50423339907972,1397,1956762.0,1992936.0,4.878936021583079,0.06251997909281208,0.6775660681942245,0
56,130,194,140.4278054718715,77.67455366009828,1295,1497098.0,1844286.0,12.355010370999603,0.06974454570304776,0.6186966950352958,0
54,123,173,127.6081128855369,68.46993667160275,511,1047553.0,1073095.0,9.266612990373815,0.09053767924368687,0.6711688022780586,0
68,135,178,130.27616974658227,67.36121426441808,1665,1409771.0,1509020.0,7.606077245095763,0.10877255391594907,0.6551561834277702,0
68,132,176,130.27616974658227,67.36121426441808,1655,1573814.0,1588045.0,7.606077245095763,0.10877255391594907,0.6551561834277702,0
42,108,158,98.62899030342649,71.5832363811151,567,364432.0,371175.0,18.024652825102603,0.21118312600001019,0.5584659831125711,0
45,107,159,105.86535613728564,61.0282196843397,2082,1114101.0,1258433.0,10.135271186840308,0.07881662960821434,0.5831860102061085,0
49,120,178,143.09888462541065,70.09634681921857,313,2242289.0,2245568.0,7.230654486627369,0.07656816359104682,0.680232231427035,0
50,116,163,114.79929505148905,61.516809664496606,689,608446.0,768482.0,12.298860681031115,0.08634062369306564,0.6260270373892688,0
46,100,150,100.49139283586094,60.315893916116075,1793,1010021.0,1139888.0,22.645843423292,0.07030824979976721,0.5251746438950488,0
61,135,181,140.30449216045545,63.923105256636,1026,762083.0,986230.0,15.53345872461729,0.07671478207602872,0.6038997757597555,0
43,103,150,103.63632077482174,57.51952841985834,4919,926705.0,1064892.0,16.028108025234793,0.11322311798213691,0.44306002878103173,0
54,128,177,129.56074748333137,68.81381910715321,417,894525.0,913289.0,9.680284210736408,0.08695584319709465,0.6574965125869591,0
51,115,164,111.66970752307931,62.06369599372898,1625,716707.0,880603.0,14.114627367836874,0.08877926995550803,0.5388215860143871,0
52,122,166,122.55015402213141,66.27409107694365,460,856245.0,866199.0,9.805691811321333,0.08647493011915179,0.666719409503659,0
53,107,158,98.54552421931203,64.57834879731392,1214,817238.0,937452.0,8.158715275300576,0.10060286187985623,0.5769918039816592,0
45,105,157,113.24351665901183,59.6596376588449,1208,694398.0,848553.0,30.692862191661778,0.09718571146960771,0.48953071531808384,0
42,99,154,117.22626167485076,63.706384287605204,315,862827.0,873176.0,7.769413309526375,0.08347421623460363,0.6424968766286812,0
61,134,178,148.40518801713947,63.00625674153058,954,1613152.0,1624120.0,14.250130929855388,0.07698927216903706,0.6020791172704415,0
48,122,175,117.98749374140468,75.5140935750135,811,1123502.0,1159882.0,15.221986435181577,0.09565387051485176,0.653252890914212,0
50,117,168,126.34102121513045,67.8251302584985,294,996305.0,1004584.0,8.529042677144018,0.09514248873493039,0.6678923958505054,0
45,104,158,111.24853606652188,63.40445110022278,718,654153.0,775634.0,34.41524519538024,0.09029387350467952,0.5574806373669076,0
68,140,184,141.74478428413593,65.4350147378893,788,691563.0,849593.0,20.22296306996004,0.08370402270368169,0.5841150397325507,0
45,111,165,115.12679384982833,69.13203736463541,481,754633.0,784936.0,10.874005775166784,0.09040659788999109,0.6254835301513795,0
46,117,171,131.87894863118672,70.84593925748702,482,905695.0,933541.0,16.57327740138577,0.09267476672481316,0.6262148042928708,0
58,116,166,133.11989705509296,62.4821671663856,502,930142.0,933503.0,8.753240911822562,0.04216548321606991,0.5441874996986552,0
70,117,160,112.58636483734598,53.60131935708666,808,299767.0,327136.0,13.695283831107272,0.031572781471599656,0.4835407953450021,0
68,115,159,112.58636483734598,53.60131935708666,845,306335.0,336337.0,13.695283831107272,0.031572781471599656,0.4835407953450021,0
58,128,172,141.2073568710685,59.74350220176138,831,560301.0,571769.0,50.91894124476579,0.0799226296421759,0.48274159241571785,0
53,125,182,156.0679212891552,65.32850271666244,1063,1229161.0,1239119.0,23.21896852109081,0.05090373260435725,0.5221891190434121,0
63,131,184,160.8918494293452,53.83465361699706,2903,1138416.0,1370563.0,29.87399782024391,0.03424833636404206,0.37170923948652307,0
57,127,177,152.0934635308565,60.56661193890091,1068,826357.0,838051.0,26.85476033887452,0.06372196259602322,0.49947866514484035,0
54,130,180,147.51238514957265,63.14411808679014,1726,961632.0,984233.0,30.429562516416325,0.08132734753454136,0.4915787000648492,0
43,107,162,115.6725645901864,68.26599865775643,967,488211.0,532481.0,37.25058962552962,0.13917977083162503,0.4802149836398613,0
65,117,163,133.24694843281708,47.42565296837227,1495,443324.0,496285.0,22.450114077996567,0.023179293263210988,0.30364607912824426,0
54,130,179,139.43147623886952,69.70668264280835,585,647771.0,655600.0,21.291287763234987,0.0889063108473458,0.5521764563598135,0
67,141,190,159.4180199795082,56.96119689795638,3411,1111349.0,1135745.0,25.064741799077396,0.029516667512862256,0.3895734859277631,0
56,123,174,137.49494850852273,65.35227572774625,939,516350.0,554981.0,38.41187195888689,0.0719273483538222,0.46567610017245886,0
50,115,163,131.46143005279035,61.58090150490702,660,358775.0,365720.0,20.132255059200908,0.06623488913529202,0.4711993727702358,0
42,105,156,109.8978901172015,67.05829230016786,872,404009.0,415672.0,63.54097122187011,0.13551514562811048,0.4662266038257889,0
59,131,179,142.15251626974532,66.31192107108922,1019,543950.0,598321.0,37.026617850158274,0.08771570819837732,0.49377600772039115,0
62,133,181,148.33006230206954,58.45617449532981,1195,590379.0,607713.0,33.10453093476799,0.05745720081691348,0.4619589080782642,0
52,124,173,128.5597721629865,71.83604316144809,720,460794.0,468666.0,59.33685219518965,0.14888117880379195,0.5191077827560102,0
46,111,161,121.74669820919821,64.32327857748979,1222,556673.0,567163.0,36.7097574757934,0.10254492345076681,0.47157599856890814,0
65,135,179,156.6780483634467,50.74974292450171,1164,655777.0,667263.0,29.608100139842236,0.047209152088118905,0.4755988311372885,0
59,133,184,144.75205069966583,68.6846645600512,949,556982.0,570523.0,54.38455132793764,0.0751763953507432,0.48695829228942505,0
73,133,174,146.7530239291958,57.09267538567185,289,483909.0,486061.0,11.127798534665017,0.0456940458870679,0.5712055590589735,0
59,105,153,112.99694835583189,51.88686785127001,377,280513.0,293278.0,15.326374156620993,0.029591559156160453,0.46720433134967454,0
60,105,153,112.99694835583189,51.88686785127001,377,280513.0,293278.0,15.326374156620993,0.029591559156160453,0.46720433134967454,0
52,121,165,138.5413917352378,56.21862627705204,1371,469761.0,492101.0,39.0898469615656,0.07772861932796779,0.4670231824109472,0
32,84,135,86.36582796148451,56.30052650722304,758,216967.0,282048.0,17.60041751012146,0.13397965453012953,0.4658148456551882,0
54,102,159,116.37320323300239,53.17337667557733,1348,482388.0,543030.0,16.957409874330985,0.025635071414065777,0.36907232027422987,0
55,124,173,146.60072381633398,62.75295025150966,569,487009.0,496283.0,47.89203913910714,0.07268289262391854,0.4934432740116075,0
48,107,151,113.86202219381065,58.24075394907487,407,149388.0,166652.0,29.861570078430095,0.08687073648147346,0.40842949949077073,0
79,138,177,159.76046489572795,45.29001384997122,2039,772958.0,787345.0,17.783357018406225,0.03011537861394154,0.34958402093976154,0
61,136,184,151.5093352513628,64.90339585593658,880,554676.0,622995.0,33.494903860237486,0.08494408392685691,0.49875713980316905,0
81,141,187,156.84798371780911,53.99419735339688,2230,605357.0,618286.0,32.64255842090927,0.02180110109248308,0.26821064583138626,0
44,102,140,111.87294796464786,46.29161630646936,1577,364509.0,384333.0,8.036584700410387,0.07154510475195167,0.42158735581219864,0
38,97,143,105.60917828267505,53.96543940325183,1708,572503.0,645145.0,11.038639966747878,0.09936614575876901,0.47312595955878056,0
45,109,162,112.59854151945409,64.5394687363512,1002,379553.0,544744.0,13.92115992248489,0.1270738559039092,0.46035749849451096,0
52,114,167,120.29112365674634,60.83794349156701,1002,379451.0,502128.0,16.12054452674862,0.07282367679129699,0.41755868544650204,0
57,116,166,128.86233675556238,55.30355957768156,1667,499904.0,614159.0,14.449061963092067,0.04206589976988017,0.3670634820282923,0
62,117,166,122.67019134187734,55.49950659493004,1534,665958.0,695150.0,12.509926959945417,0.03178088973807456,0.40361439054358655,0
47,108,162,108.3189075630252,64.52075567760012,1011,412055.0,484903.0,17.74578460877838,0.10080565706287771,0.4148809363722074,0
54,111,155,118.82615789915027,56.55505153019456,1271,311695.0,452743.0,16.336583216783215,0.0874326164494075,0.4170299942128736,0
53,114,167,126.62615210467749,60.08202077701996,812,346825.0,482603.0,16.724033639043924,0.05517638583060075,0.40109582498993945,0
46,103,163,118.92614268066708,67.05172450630012,1666,1072041.0,1092945.0,11.775729361454115,0.1317899097047566,0.46904474247913386,0
62,135,191,152.97405423006336,67.72120104327573,5533,1901446.0,2379478.0,27.22336702596702,0.03368456541412834,0.3288600636434821,0
